Player,Skill,Minutes,Games,Wins,Losses,Red Games,Blue Games,Red Win %,Blue Win %,Captures,Grabs,Hold,Drops,Pops,Returns,Tags,Prevent,Pups,Pups Available,Block,Button,Support,Hold Against,Long Holds,Flaccids,Handoffs,Good Handoffs,Captures off Handoffs,Quick Returns,Key Returns,Returns in Base,NDPops,NRTags,KF,CD,CD/Min,Caps/Min,Grabs/Min,Hold/Min,Drops/Min,Pops/Min,Returns/Min,Tags/Min,Prevent/Min,Pups/Min,Win %,Pup %,Score %,Flaccid %,Chain %,QR %,RIB %,K/D,Hold/Grab,Prevent/Return,Prevent/Hold Against,Captures/8Min,Grabs/8Min,Hold/8Min,Drops/8Min,Pops/8Min,Returns/8Min,Tags/8Min,Prevent/8Min,Pups/8Min,Pups Available/8Min,Block/8Min,Button/8Min,Support/8Min,Hold Against/8Min,Long Holds/8Min,Flaccids/8Min,Handoffs/8Min,Good Handoffs/8Min,Captures off Handoffs/8Min,Quick Returns/8Min,Key Returns/8Min,Returns in Base/8Min,NDPops/8Min,NRTags/8Min,KF/8Min,CD/8Min
M Fingers,550.4,35.4,6,4,2,4,2,0.5,1.0,3.0,34.0,211.0,29.0,41.0,33.0,47.0,200.0,4.0,61.0,296.0,30.0,120.0,1374.0,1.0,12.0,2.0,1.0,0.0,11.0,0.0,11.0,12.0,14.0,2.0,-2.0,-0.05649717514124294,0.08474576271186442,0.96045197740113,5.96045197740113,0.8192090395480226,1.1581920903954803,0.9322033898305085,1.3276836158192091,5.649717514124294,0.11299435028248588,0.6666666666666666,0.06557377049180328,0.08823529411764706,0.35294117647058826,0.5,0.3333333333333333,0.3333333333333333,1.146341463414634,6.205882352941177,6.0606060606060606,0.14556040756914118,0.6779661016949153,7.68361581920904,47.68361581920904,6.553672316384181,9.265536723163843,7.457627118644068,10.621468926553673,45.19774011299435,0.903954802259887,13.785310734463277,66.89265536723164,6.779661016949153,27.118644067796613,310.5084745762712,0.22598870056497175,2.7118644067796613,0.4519774011299435,0.22598870056497175,0.0,2.4858757062146895,0.0,2.4858757062146895,2.7118644067796613,3.1638418079096047,0.4519774011299435,-0.4519774011299435
MEGATRON,581.83,35.4,5,2,3,5,0,0.4,0.0,4.0,44.0,373.0,38.0,46.0,41.0,52.0,172.0,11.0,62.0,490.0,15.0,193.0,1358.0,3.0,12.0,5.0,3.0,0.0,8.0,2.0,11.0,8.0,11.0,2.0,-1.0,-0.02824858757062147,0.11299435028248588,1.2429378531073447,10.536723163841808,1.073446327683616,1.2994350282485876,1.1581920903954803,1.4689265536723164,4.858757062146893,0.3107344632768362,0.4,0.1774193548387097,0.09090909090909091,0.2727272727272727,0.6,0.1951219512195122,0.2682926829268293,1.1304347826086956,8.477272727272727,4.195121951219512,0.12665684830633284,0.903954802259887,9.943502824858758,84.29378531073446,8.587570621468927,10.3954802259887,9.265536723163843,11.751412429378531,38.87005649717514,2.4858757062146895,14.01129943502825,110.73446327683617,3.3898305084745766,43.61581920903955,306.89265536723167,0.6779661016949153,2.7118644067796613,1.1299435028248588,0.6779661016949153,0.0,1.807909604519774,0.4519774011299435,2.4858757062146895,1.807909604519774,2.4858757062146895,0.4519774011299435,-0.22598870056497175
XenoChrist,594.03,35.199999999999996,9,7,2,4,5,0.5,1.0,3.0,40.0,174.0,35.0,50.0,57.0,68.0,253.0,4.0,56.0,363.0,25.0,147.0,1248.0,1.0,19.0,10.0,4.0,2.0,12.0,0.0,13.0,15.0,11.0,2.0,6.0,0.17045454545454547,0.08522727272727273,1.1363636363636365,4.943181818181818,0.994318181818182,1.4204545454545456,1.619318181818182,1.931818181818182,7.187500000000001,0.11363636363636365,0.7777777777777778,0.07142857142857142,0.075,0.475,0.4,0.21052631578947367,0.22807017543859648,1.36,4.35,4.43859649122807,0.20272435897435898,0.6818181818181819,9.090909090909092,39.54545454545455,7.954545454545456,11.363636363636365,12.954545454545457,15.454545454545457,57.50000000000001,0.9090909090909092,12.727272727272728,82.50000000000001,5.6818181818181825,33.409090909090914,283.6363636363637,0.2272727272727273,4.318181818181818,2.272727272727273,0.9090909090909092,0.4545454545454546,2.7272727272727275,0.0,2.954545454545455,3.4090909090909096,2.5000000000000004,0.4545454545454546,1.3636363636363638
James,477.26,34.4,6,1,5,3,3,0.0,0.3333333333333333,4.0,43.0,313.0,38.0,52.0,36.0,45.0,193.0,0.0,62.0,364.0,110.0,164.0,1459.0,1.0,11.0,4.0,2.0,0.0,17.0,0.0,17.0,14.0,9.0,1.0,-18.0,-0.5232558139534884,0.11627906976744186,1.25,9.098837209302326,1.1046511627906976,1.5116279069767442,1.0465116279069768,1.308139534883721,5.61046511627907,0.0,0.16666666666666666,0.0,0.09302325581395349,0.2558139534883721,0.5,0.4722222222222222,0.4722222222222222,0.8653846153846154,7.27906976744186,5.361111111111111,0.13228238519533927,0.9302325581395349,10.0,72.79069767441861,8.837209302325581,12.093023255813954,8.372093023255815,10.465116279069768,44.88372093023256,0.0,14.418604651162791,84.65116279069768,25.581395348837212,38.139534883720934,339.30232558139534,0.23255813953488372,2.558139534883721,0.9302325581395349,0.46511627906976744,0.0,3.9534883720930236,0.0,3.9534883720930236,3.255813953488372,2.0930232558139537,0.23255813953488372,-4.186046511627907
3.1 Thor,472.01,34.0,4,1,3,2,2,0.5,0.0,2.0,33.0,283.0,30.0,46.0,41.0,43.0,276.0,1.0,62.0,351.0,0.0,136.0,1338.0,2.0,3.0,0.0,0.0,0.0,10.0,1.0,15.0,16.0,2.0,1.0,0.0,0.0,0.058823529411764705,0.9705882352941176,8.323529411764707,0.8823529411764706,1.3529411764705883,1.2058823529411764,1.2647058823529411,8.117647058823529,0.029411764705882353,0.25,0.016129032258064516,0.06060606060606061,0.09090909090909091,0.0,0.24390243902439024,0.36585365853658536,0.9347826086956522,8.575757575757576,6.7317073170731705,0.2062780269058296,0.47058823529411764,7.764705882352941,66.58823529411765,7.0588235294117645,10.823529411764707,9.647058823529411,10.117647058823529,64.94117647058823,0.23529411764705882,14.588235294117647,82.58823529411765,0.0,32.0,314.8235294117647,0.47058823529411764,0.7058823529411765,0.0,0.0,0.0,2.3529411764705883,0.23529411764705882,3.5294117647058822,3.764705882352941,0.47058823529411764,0.23529411764705882,0.0
~~(o__o)~~,608.2,33.599999999999994,6,3,3,2,4,0.5,0.5,4.0,32.0,161.0,28.0,45.0,48.0,50.0,393.0,8.0,65.0,334.0,20.0,136.0,1177.0,1.0,11.0,3.0,2.0,0.0,15.0,1.0,21.0,17.0,2.0,0.0,-2.0,-0.059523809523809534,0.11904761904761907,0.9523809523809526,4.791666666666668,0.8333333333333335,1.3392857142857144,1.4285714285714288,1.4880952380952384,11.696428571428573,0.23809523809523814,0.5,0.12307692307692308,0.125,0.34375,0.6666666666666666,0.3125,0.4375,1.1111111111111112,5.03125,8.1875,0.3338997451146984,0.9523809523809526,7.61904761904762,38.33333333333334,6.666666666666668,10.714285714285715,11.42857142857143,11.904761904761907,93.57142857142858,1.904761904761905,15.476190476190478,79.52380952380953,4.761904761904763,32.38095238095239,280.2380952380953,0.23809523809523814,2.6190476190476195,0.7142857142857144,0.4761904761904763,0.0,3.571428571428572,0.23809523809523814,5.000000000000001,4.047619047619048,0.4761904761904763,0.0,-0.4761904761904763
ChuckNastii,490.81,33.3,6,1,5,2,4,0.0,0.25,5.0,54.0,377.0,49.0,62.0,38.0,43.0,144.0,3.0,58.0,334.0,83.0,146.0,1316.0,2.0,16.0,5.0,3.0,1.0,18.0,4.0,15.0,13.0,5.0,0.0,-8.0,-0.24024024024024027,0.15015015015015015,1.6216216216216217,11.321321321321323,1.4714714714714716,1.861861861861862,1.1411411411411412,1.2912912912912915,4.324324324324325,0.0900900900900901,0.16666666666666666,0.05172413793103448,0.09259259259259259,0.2962962962962963,0.6,0.47368421052631576,0.39473684210526316,0.6935483870967742,6.981481481481482,3.789473684210526,0.1094224924012158,1.2012012012012012,12.972972972972974,90.57057057057058,11.771771771771773,14.894894894894897,9.12912912912913,10.330330330330332,34.5945945945946,0.7207207207207208,13.933933933933934,80.24024024024024,19.93993993993994,35.07507507507508,316.15615615615616,0.48048048048048053,3.8438438438438443,1.2012012012012012,0.7207207207207208,0.24024024024024027,4.324324324324325,0.9609609609609611,3.603603603603604,3.1231231231231233,1.2012012012012012,0.0,-1.9219219219219221
theFence,587.35,32.7,5,4,1,2,3,0.5,1.0,4.0,40.0,322.0,36.0,45.0,40.0,50.0,327.0,5.0,60.0,318.0,20.0,126.0,1125.0,3.0,7.0,4.0,2.0,0.0,14.0,5.0,17.0,9.0,10.0,0.0,5.0,0.1529051987767584,0.12232415902140671,1.2232415902140672,9.84709480122324,1.1009174311926604,1.3761467889908257,1.2232415902140672,1.5290519877675839,10.0,0.1529051987767584,0.8,0.08333333333333333,0.1,0.175,0.5,0.35,0.425,1.1111111111111112,8.05,8.175,0.2906666666666667,0.9785932721712537,9.785932721712538,78.77675840978593,8.807339449541283,11.009174311926605,9.785932721712538,12.232415902140671,80.0,1.2232415902140672,14.678899082568806,77.79816513761467,4.892966360856269,30.825688073394492,275.2293577981651,0.7339449541284403,1.712538226299694,0.9785932721712537,0.48929663608562685,0.0,3.425076452599388,1.2232415902140672,4.159021406727828,2.201834862385321,2.4464831804281344,0.0,1.2232415902140672
Jank Duke,593.05,32.6,5,3,2,4,1,0.75,0.0,2.0,50.0,326.0,47.0,57.0,37.0,39.0,137.0,1.0,58.0,471.0,20.0,188.0,1204.0,1.0,14.0,6.0,4.0,1.0,6.0,6.0,8.0,10.0,2.0,1.0,2.0,0.06134969325153374,0.06134969325153374,1.5337423312883436,10.0,1.4417177914110428,1.7484662576687116,1.1349693251533741,1.196319018404908,4.2024539877300615,0.03067484662576687,0.6,0.017241379310344827,0.04,0.28,0.6666666666666666,0.16216216216216217,0.21621621621621623,0.6842105263157895,6.52,3.7027027027027026,0.11378737541528239,0.49079754601226994,12.269938650306749,80.0,11.533742331288343,13.987730061349692,9.079754601226993,9.570552147239264,33.61963190184049,0.24539877300613497,14.233128834355828,115.58282208588956,4.9079754601226995,46.13496932515337,295.4601226993865,0.24539877300613497,3.4355828220858893,1.4723926380368098,0.9815950920245399,0.24539877300613497,1.4723926380368098,1.4723926380368098,1.9631901840490797,2.4539877300613497,0.49079754601226994,0.24539877300613497,0.49079754601226994
[]D[][V][]D,520.06,32.6,7,2,5,5,2,0.0,1.0,3.0,30.0,201.0,26.0,33.0,44.0,53.0,179.0,11.0,62.0,302.0,57.0,131.0,1335.0,1.0,3.0,3.0,1.0,1.0,13.0,2.0,14.0,7.0,9.0,1.0,0.0,0.0,0.09202453987730061,0.920245398773006,6.165644171779141,0.7975460122699386,1.0122699386503067,1.3496932515337423,1.6257668711656441,5.49079754601227,0.3374233128834356,0.2857142857142857,0.1774193548387097,0.1,0.1,0.3333333333333333,0.29545454545454547,0.3181818181818182,1.606060606060606,6.7,4.068181818181818,0.13408239700374533,0.7361963190184049,7.361963190184048,49.325153374233125,6.380368098159509,8.098159509202453,10.797546012269938,13.006134969325153,43.92638036809816,2.6993865030674846,15.214723926380367,74.11042944785275,13.987730061349692,32.14723926380368,327.60736196319016,0.24539877300613497,0.7361963190184049,0.7361963190184049,0.24539877300613497,0.24539877300613497,3.1901840490797544,0.49079754601226994,3.4355828220858893,1.7177914110429446,2.2085889570552144,0.24539877300613497,0.0
Vulneraball,588.69,32.5,4,3,1,2,2,0.5,1.0,5.0,42.0,380.0,37.0,47.0,29.0,41.0,105.0,9.0,58.0,252.0,45.0,107.0,1068.0,6.0,7.0,1.0,0.0,2.0,8.0,1.0,8.0,10.0,12.0,0.0,5.0,0.15384615384615385,0.15384615384615385,1.2923076923076924,11.692307692307692,1.1384615384615384,1.4461538461538461,0.8923076923076924,1.2615384615384615,3.230769230769231,0.27692307692307694,0.75,0.15517241379310345,0.11904761904761904,0.16666666666666666,0.0,0.27586206896551724,0.27586206896551724,0.8723404255319149,9.047619047619047,3.6206896551724137,0.09831460674157304,1.2307692307692308,10.338461538461539,93.53846153846153,9.107692307692307,11.569230769230769,7.138461538461539,10.092307692307692,25.846153846153847,2.2153846153846155,14.276923076923078,62.03076923076923,11.076923076923077,26.338461538461537,262.89230769230767,1.476923076923077,1.7230769230769232,0.24615384615384617,0.0,0.49230769230769234,1.9692307692307693,0.24615384615384617,1.9692307692307693,2.4615384615384617,2.953846153846154,0.0,1.2307692307692308
hippo,514.76,32.3,5,1,4,2,3,0.0,0.3333333333333333,4.0,61.0,527.0,55.0,65.0,13.0,15.0,49.0,6.0,56.0,328.0,20.0,134.0,1393.0,7.0,11.0,6.0,1.0,1.0,1.0,0.0,2.0,10.0,2.0,2.0,-7.0,-0.21671826625387,0.12383900928792571,1.8885448916408671,16.315789473684212,1.7027863777089784,2.0123839009287927,0.40247678018575855,0.4643962848297214,1.51702786377709,0.18575851393188855,0.2,0.10714285714285714,0.06557377049180328,0.18032786885245902,0.16666666666666666,0.07692307692307693,0.15384615384615385,0.23076923076923078,8.639344262295081,3.769230769230769,0.035175879396984924,0.9907120743034057,15.108359133126937,130.5263157894737,13.622291021671828,16.09907120743034,3.2198142414860684,3.715170278637771,12.13622291021672,1.4860681114551084,13.86996904024768,81.23839009287926,4.953560371517028,33.188854489164086,345.015479876161,1.73374613003096,2.7244582043343657,1.4860681114551084,0.24767801857585142,0.24767801857585142,0.24767801857585142,0.0,0.49535603715170284,2.476780185758514,0.49535603715170284,0.49535603715170284,-1.73374613003096
EE,558.65,32.1,4,2,2,2,2,0.5,0.5,2.0,22.0,119.0,20.0,32.0,67.0,69.0,413.0,2.0,57.0,218.0,25.0,91.0,1037.0,1.0,10.0,2.0,1.0,0.0,29.0,3.0,31.0,12.0,2.0,0.0,3.0,0.09345794392523364,0.06230529595015576,0.6853582554517134,3.7071651090342677,0.6230529595015576,0.9968847352024922,2.087227414330218,2.149532710280374,12.866043613707165,0.06230529595015576,0.5,0.03508771929824561,0.09090909090909091,0.45454545454545453,0.5,0.43283582089552236,0.4626865671641791,2.15625,5.409090909090909,6.164179104477612,0.3982642237222758,0.4984423676012461,5.482866043613707,29.65732087227414,4.984423676012461,7.975077881619938,16.697819314641745,17.19626168224299,102.92834890965732,0.4984423676012461,14.205607476635514,54.33021806853582,6.230529595015576,22.6791277258567,258.4423676012461,0.24922118380062305,2.4922118380062304,0.4984423676012461,0.24922118380062305,0.0,7.2274143302180685,0.7476635514018691,7.725856697819315,2.9906542056074765,0.4984423676012461,0.0,0.7476635514018691
HairyPanda,594.21,32.0,5,4,1,2,3,0.5,1.0,4.0,52.0,293.0,46.0,51.0,29.0,33.0,72.0,7.0,56.0,397.0,20.0,158.0,1286.0,0.0,12.0,7.0,3.0,0.0,8.0,1.0,9.0,5.0,4.0,2.0,2.0,0.0625,0.125,1.625,9.15625,1.4375,1.59375,0.90625,1.03125,2.25,0.21875,0.8,0.125,0.07692307692307693,0.23076923076923078,0.42857142857142855,0.27586206896551724,0.3103448275862069,0.6470588235294118,5.634615384615385,2.4827586206896552,0.05598755832037325,1.0,13.0,73.25,11.5,12.75,7.25,8.25,18.0,1.75,14.0,99.25,5.0,39.5,321.5,0.0,3.0,1.75,0.75,0.0,2.0,0.25,2.25,1.25,1.0,0.5,0.5
Snowflaek,553.38,32.0,4,2,2,2,2,0.0,1.0,2.0,41.0,363.0,39.0,50.0,30.0,31.0,210.0,4.0,56.0,372.0,10.0,148.0,1150.0,2.0,5.0,3.0,0.0,0.0,10.0,2.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0625,1.28125,11.34375,1.21875,1.5625,0.9375,0.96875,6.5625,0.125,0.5,0.07142857142857142,0.04878048780487805,0.12195121951219512,0.0,0.3333333333333333,0.36666666666666664,0.62,8.853658536585366,7.0,0.1826086956521739,0.5,10.25,90.75,9.75,12.5,7.5,7.75,52.5,1.0,14.0,93.0,2.5,37.0,287.5,0.5,1.25,0.75,0.0,0.0,2.5,0.5,2.75,2.75,0.25,0.0,0.0
beer,486.74,32.0,4,0,4,1,3,0.0,0.0,1.0,45.0,283.0,44.0,57.0,35.0,36.0,113.0,4.0,56.0,364.0,40.0,150.0,1263.0,3.0,11.0,4.0,2.0,0.0,10.0,1.0,10.0,13.0,1.0,0.0,-7.0,-0.21875,0.03125,1.40625,8.84375,1.375,1.78125,1.09375,1.125,3.53125,0.125,0.0,0.07142857142857142,0.022222222222222223,0.24444444444444444,0.5,0.2857142857142857,0.2857142857142857,0.631578947368421,6.288888888888889,3.2285714285714286,0.0894695170229612,0.25,11.25,70.75,11.0,14.25,8.75,9.0,28.25,1.0,14.0,91.0,10.0,37.5,315.75,0.75,2.75,1.0,0.5,0.0,2.5,0.25,2.5,3.25,0.25,0.0,-1.75
rankball22,647.06,31.6,4,4,0,3,1,1.0,1.0,11.0,47.0,375.0,35.0,39.0,37.0,46.0,111.0,11.0,56.0,334.0,10.0,132.0,1028.0,3.0,12.0,2.0,1.0,1.0,9.0,3.0,10.0,4.0,9.0,1.0,12.0,0.37974683544303794,0.3481012658227848,1.4873417721518987,11.867088607594937,1.1075949367088607,1.2341772151898733,1.1708860759493671,1.4556962025316456,3.512658227848101,0.3481012658227848,1.0,0.19642857142857142,0.23404255319148937,0.2553191489361702,0.5,0.24324324324324326,0.2702702702702703,1.1794871794871795,7.9787234042553195,3.0,0.10797665369649806,2.7848101265822782,11.89873417721519,94.9367088607595,8.860759493670885,9.873417721518987,9.367088607594937,11.645569620253164,28.101265822784807,2.7848101265822782,14.177215189873417,84.55696202531645,2.531645569620253,33.41772151898734,260.253164556962,0.7594936708860759,3.0379746835443036,0.5063291139240506,0.2531645569620253,0.2531645569620253,2.2784810126582276,0.7594936708860759,2.531645569620253,1.0126582278481011,2.2784810126582276,0.2531645569620253,3.0379746835443036
ok im a bot,537.3,31.4,4,2,2,3,1,0.3333333333333333,1.0,6.0,41.0,239.0,35.0,50.0,42.0,50.0,111.0,5.0,56.0,281.0,40.0,118.0,1287.0,1.0,6.0,1.0,0.0,0.0,8.0,2.0,11.0,15.0,8.0,0.0,-1.0,-0.03184713375796178,0.1910828025477707,1.3057324840764333,7.611464968152867,1.1146496815286624,1.5923566878980893,1.337579617834395,1.5923566878980893,3.5350318471337583,0.15923566878980894,0.5,0.08928571428571429,0.14634146341463414,0.14634146341463414,0.0,0.19047619047619047,0.2619047619047619,1.0,5.829268292682927,2.642857142857143,0.08624708624708624,1.5286624203821657,10.445859872611466,60.891719745222936,8.9171974522293,12.738853503184714,10.70063694267516,12.738853503184714,28.280254777070066,1.2738853503184715,14.26751592356688,71.59235668789809,10.191082802547772,30.063694267515924,327.89808917197456,0.25477707006369427,1.5286624203821657,0.25477707006369427,0.0,0.0,2.038216560509554,0.5095541401273885,2.802547770700637,3.821656050955414,2.038216560509554,0.0,-0.25477707006369427
Mystical,555.53,31.2,5,3,2,3,2,0.3333333333333333,1.0,6.0,38.0,314.0,32.0,40.0,41.0,47.0,179.0,7.0,61.0,278.0,5.0,111.0,1220.0,2.0,13.0,4.0,2.0,0.0,12.0,3.0,14.0,8.0,6.0,0.0,-2.0,-0.06410256410256411,0.19230769230769232,1.217948717948718,10.064102564102564,1.0256410256410258,1.2820512820512822,1.314102564102564,1.5064102564102564,5.737179487179487,0.22435897435897437,0.6,0.11475409836065574,0.15789473684210525,0.34210526315789475,0.5,0.2926829268292683,0.34146341463414637,1.175,8.263157894736842,4.365853658536586,0.14672131147540984,1.5384615384615385,9.743589743589745,80.51282051282051,8.205128205128206,10.256410256410257,10.512820512820513,12.051282051282051,45.8974358974359,1.794871794871795,15.64102564102564,71.28205128205128,1.2820512820512822,28.461538461538463,312.8205128205128,0.5128205128205129,3.3333333333333335,1.0256410256410258,0.5128205128205129,0.0,3.076923076923077,0.7692307692307693,3.58974358974359,2.0512820512820515,1.5384615384615385,0.0,-0.5128205128205129
Originalist,504.32,30.9,4,1,3,4,0,0.25,0.0,4.0,49.0,248.0,45.0,58.0,26.0,32.0,73.0,2.0,56.0,334.0,45.0,139.0,1115.0,1.0,16.0,4.0,2.0,0.0,4.0,0.0,4.0,13.0,6.0,0.0,-11.0,-0.3559870550161812,0.12944983818770228,1.5857605177993528,8.025889967637541,1.4563106796116505,1.877022653721683,0.8414239482200647,1.0355987055016183,2.3624595469255665,0.06472491909385114,0.25,0.03571428571428571,0.08163265306122448,0.32653061224489793,0.5,0.15384615384615385,0.15384615384615385,0.5517241379310345,5.061224489795919,2.8076923076923075,0.06547085201793722,1.0355987055016183,12.686084142394822,64.20711974110033,11.650485436893204,15.016181229773464,6.731391585760518,8.284789644012946,18.899676375404532,0.5177993527508091,14.498381877022654,86.47249190938511,11.650485436893204,35.98705501618123,288.6731391585761,0.25889967637540456,4.142394822006473,1.0355987055016183,0.5177993527508091,0.0,1.0355987055016183,0.0,1.0355987055016183,3.365695792880259,1.5533980582524272,0.0,-2.8478964401294498
yeeeeeeeet,544.11,30.6,5,2,3,2,3,0.0,0.6666666666666666,3.0,45.0,226.0,41.0,61.0,38.0,40.0,154.0,1.0,54.0,231.0,40.0,100.0,1244.0,2.0,16.0,4.0,0.0,0.0,11.0,1.0,16.0,20.0,2.0,1.0,-4.0,-0.13071895424836602,0.09803921568627451,1.4705882352941175,7.385620915032679,1.3398692810457515,1.9934640522875815,1.2418300653594772,1.3071895424836601,5.032679738562091,0.032679738562091505,0.4,0.018518518518518517,0.06666666666666667,0.35555555555555557,0.0,0.2894736842105263,0.42105263157894735,0.6557377049180327,5.022222222222222,4.052631578947368,0.12379421221864952,0.7843137254901961,11.76470588235294,59.084967320261434,10.718954248366012,15.947712418300652,9.934640522875817,10.457516339869281,40.26143790849673,0.26143790849673204,14.117647058823529,60.3921568627451,10.457516339869281,26.143790849673202,325.2287581699346,0.5228758169934641,4.183006535947713,1.0457516339869282,0.0,0.0,2.8758169934640523,0.26143790849673204,4.183006535947713,5.228758169934641,0.5228758169934641,0.26143790849673204,-1.0457516339869282
Larkin174,587.34,29.9,4,3,1,1,3,1.0,0.6666666666666666,2.0,40.0,201.0,37.0,58.0,18.0,19.0,122.0,1.0,54.0,264.0,20.0,108.0,1038.0,1.0,14.0,2.0,2.0,0.0,2.0,1.0,4.0,21.0,1.0,1.0,5.0,0.16722408026755853,0.06688963210702341,1.3377926421404682,6.722408026755853,1.2374581939799332,1.939799331103679,0.6020066889632107,0.6354515050167224,4.080267558528428,0.033444816053511704,0.75,0.018518518518518517,0.05,0.35,1.0,0.1111111111111111,0.2222222222222222,0.3275862068965517,5.025,6.777777777777778,0.11753371868978806,0.5351170568561873,10.702341137123746,53.779264214046826,9.899665551839465,15.518394648829432,4.816053511705686,5.083612040133779,32.642140468227424,0.26755852842809363,14.448160535117058,70.63545150501673,5.351170568561873,28.896321070234116,277.7257525083612,0.26755852842809363,3.745819397993311,0.5351170568561873,0.5351170568561873,0.0,0.5351170568561873,0.26755852842809363,1.0702341137123745,5.618729096989967,0.26755852842809363,0.26755852842809363,1.3377926421404682
bash#,517.25,29.7,5,1,4,4,1,0.25,0.0,6.0,47.0,220.0,41.0,53.0,19.0,22.0,152.0,3.0,52.0,371.0,35.0,151.0,969.0,0.0,15.0,2.0,1.0,2.0,7.0,2.0,7.0,12.0,3.0,0.0,-9.0,-0.30303030303030304,0.20202020202020202,1.5824915824915826,7.407407407407407,1.3804713804713804,1.7845117845117846,0.6397306397306397,0.7407407407407408,5.117845117845118,0.10101010101010101,0.2,0.057692307692307696,0.1276595744680851,0.3191489361702128,0.5,0.3684210526315789,0.3684210526315789,0.41509433962264153,4.680851063829787,8.0,0.1568627450980392,1.6161616161616161,12.659932659932661,59.25925925925926,11.043771043771043,14.276094276094277,5.117845117845118,5.9259259259259265,40.94276094276094,0.8080808080808081,14.006734006734007,99.93265993265993,9.427609427609427,40.67340067340067,261.01010101010104,0.0,4.040404040404041,0.5387205387205387,0.26936026936026936,0.5387205387205387,1.8855218855218856,0.5387205387205387,1.8855218855218856,3.2323232323232323,0.8080808080808081,0.0,-2.4242424242424243
dirty_salmon,479.73,29.4,5,2,3,0,5,0.0,0.4,2.0,46.0,318.0,44.0,50.0,12.0,14.0,147.0,1.0,57.0,288.0,35.0,119.0,1165.0,3.0,12.0,6.0,0.0,1.0,4.0,0.0,4.0,6.0,2.0,0.0,-9.0,-0.30612244897959184,0.06802721088435375,1.5646258503401362,10.816326530612246,1.4965986394557824,1.7006802721088436,0.40816326530612246,0.4761904761904762,5.0,0.034013605442176874,0.4,0.017543859649122806,0.043478260869565216,0.2608695652173913,0.0,0.3333333333333333,0.3333333333333333,0.28,6.913043478260869,12.25,0.12618025751072962,0.54421768707483,12.51700680272109,86.53061224489797,11.97278911564626,13.60544217687075,3.2653061224489797,3.8095238095238098,40.0,0.272108843537415,15.510204081632654,78.36734693877551,9.523809523809524,32.38095238095238,317.00680272108843,0.8163265306122449,3.2653061224489797,1.6326530612244898,0.0,0.272108843537415,1.08843537414966,0.0,1.08843537414966,1.6326530612244898,0.54421768707483,0.0,-2.4489795918367347
Girth defect,537.52,29.3,6,2,4,3,3,0.0,0.6666666666666666,4.0,51.0,495.0,46.0,52.0,17.0,32.0,71.0,8.0,54.0,302.0,25.0,123.0,1021.0,10.0,11.0,3.0,1.0,0.0,6.0,0.0,7.0,6.0,15.0,1.0,2.0,0.06825938566552901,0.13651877133105803,1.7406143344709897,16.89419795221843,1.5699658703071673,1.7747440273037542,0.5802047781569966,1.0921501706484642,2.42320819112628,0.27303754266211605,0.3333333333333333,0.14814814814814814,0.0784313725490196,0.21568627450980393,0.3333333333333333,0.35294117647058826,0.4117647058823529,0.6153846153846154,9.705882352941176,4.176470588235294,0.06953966699314397,1.0921501706484642,13.924914675767917,135.15358361774744,12.559726962457338,14.197952218430034,4.6416382252559725,8.737201365187714,19.38566552901024,2.1843003412969284,14.744027303754265,82.45733788395904,6.8259385665529,33.58361774744027,278.77133105802045,2.73037542662116,3.0034129692832763,0.8191126279863481,0.27303754266211605,0.0,1.6382252559726962,0.0,1.9112627986348123,1.6382252559726962,4.09556313993174,0.27303754266211605,0.5460750853242321
Mack Daddy,521.15,29.299999999999997,6,2,4,4,2,0.25,0.5,1.0,29.0,180.0,28.0,36.0,35.0,43.0,139.0,2.0,52.0,316.0,35.0,131.0,1307.0,1.0,5.0,4.0,0.0,0.0,4.0,2.0,6.0,8.0,8.0,0.0,-7.0,-0.23890784982935157,0.034129692832764506,0.9897610921501707,6.143344709897612,0.9556313993174063,1.2286689419795223,1.1945392491467577,1.4675767918088738,4.744027303754267,0.06825938566552901,0.3333333333333333,0.038461538461538464,0.034482758620689655,0.1724137931034483,0.0,0.11428571428571428,0.17142857142857143,1.1944444444444444,6.206896551724138,3.9714285714285715,0.1063504208110176,0.27303754266211605,7.918088737201366,49.146757679180894,7.64505119453925,9.829351535836178,9.556313993174061,11.74061433447099,37.95221843003414,0.5460750853242321,14.197952218430036,86.27986348122867,9.556313993174061,35.767918088737204,356.8600682593857,0.27303754266211605,1.3651877133105803,1.0921501706484642,0.0,0.0,1.0921501706484642,0.5460750853242321,1.6382252559726964,2.1843003412969284,2.1843003412969284,0.0,-1.9112627986348125
